PANEL	FILE	ID	HSQ	MODEL	N_SNP	N_cis	N_trans	MODELCV.R2	MODELCV.PV	PWAS.Z	PWAS.P	FDR	Bonferroni_p
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.5337.64.wgt.RDat	seq.5337.64	0.247	top1	1	1	0	0.06	9.1e-08	-1.26	0.209	0.823980295566502	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.21679.16.wgt.RDat	seq.21679.16	0.258	enet	21	0	21	0.26	2.3e-31	1.25	0.21	0.823980295566502	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7866.11.wgt.RDat	seq.7866.11	0.124	top1	1	1	0	0.085	1.8e-10	1.25	0.21	0.823980295566502	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.13552.7.wgt.RDat	seq.13552.7	0.139	blup	2039	1898	141	0.11	6.1e-13	1.25	0.211	0.823980295566502	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7152.5.wgt.RDat	seq.7152.5	0.214	lasso	10	0	10	0.15	2.6e-17	1.25	0.211	0.823980295566502	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.22587.37.wgt.RDat	seq.22587.37	0.124	blup	3977	3787	190	0.049	1.3e-06	1.25	0.212	0.823980295566502	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.23632.22.wgt.RDat	seq.23632.22	0.143	lasso	5	0	5	0.11	3.4e-13	1.25	0.212	0.823980295566502	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.3892.21.wgt.RDat	seq.3892.21	0.0225	blup	887	887	0	0.02	0.0016	-1.25	0.213	0.825832923832924	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.16792.4.wgt.RDat	seq.16792.4	0.411	enet	55	55	0	0.33	1.3e-41	1.24	0.214	0.827487804878049	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.2994.71.wgt.RDat	seq.2994.71	0.124	enet	18	18	0	0.089	6.4e-11	1.24	0.215	0.827487804878049	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9305.89.wgt.RDat	seq.9305.89	0.0748	top1	1	0	1	0.073	3.6e-09	-1.24	0.215	0.827487804878049	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.5125.6.wgt.RDat	seq.5125.6	0.523	enet	83	83	0	0.33	5.8e-41	1.24	0.216	0.828925301204819	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.13561.5.wgt.RDat	seq.13561.5	0.117	lasso	8	0	8	0.073	3.7e-09	1.23	0.217	0.828925301204819	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7768.10.wgt.RDat	seq.7768.10	0.14	top1	1	1	0	0.11	4.4e-13	1.24	0.217	0.828925301204819	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.10892.8.wgt.RDat	seq.10892.8	0.0713	lasso	4	4	0	0.043	5.6e-06	-1.23	0.218	0.828925301204819	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.12549.33.wgt.RDat	seq.12549.33	0.37	enet	96	83	13	0.22	3.4e-26	-1.23	0.218	0.828925301204819	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.11836.144.wgt.RDat	seq.11836.144	0.0929	lasso	20	20	0	0.059	9.9e-08	1.23	0.22	0.832517985611511	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.14151.4.wgt.RDat	seq.14151.4	0.23	lasso	9	9	0	0.21	1.7e-25	-1.23	0.22	0.832517985611511	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7223.60.wgt.RDat	seq.7223.60	0.585	enet	53	0	53	0.57	4.9e-85	1.22	0.223	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.16305.10.wgt.RDat	seq.16305.10	0.507	lasso	23	0	23	0.45	8.3e-60	-1.21	0.225	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.2843.13.wgt.RDat	seq.2843.13	0.155	lasso	7	7	0	0.15	2.2e-17	1.21	0.225	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.8330.1.wgt.RDat	seq.8330.1	0.261	top1	1	1	0	0.19	2.6e-22	1.21	0.225	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7955.195.wgt.RDat	seq.7955.195	0.279	lasso	2	2	0	0.29	6.1e-35	1.21	0.226	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.23029.3.wgt.RDat	seq.23029.3	0.357	enet	95	0	95	0.19	1.3e-22	1.21	0.227	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.15395.15.wgt.RDat	seq.15395.15	0.327	enet	64	64	0	0.27	2.5e-32	-1.2	0.228	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.3366.51.wgt.RDat	seq.3366.51	0.201	top1	1	1	0	0.095	1.2e-11	-1.2	0.229	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9394.19.wgt.RDat	seq.9394.19	0.465	enet	86	82	4	0.32	4.8e-40	-1.2	0.229	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.21498.3.wgt.RDat	seq.21498.3	0.47	lasso	13	0	13	0.28	1.3e-33	1.2	0.23	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.3182.38.wgt.RDat	seq.3182.38	0.0455	blup	2175	2175	0	0.024	0.00061	-1.2	0.23	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7935.26.wgt.RDat	seq.7935.26	0.0483	top1	1	1	0	0.036	2.8e-05	-1.2	0.23	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.11257.1.wgt.RDat	seq.11257.1	0.22	lasso	13	11	2	0.11	2.2e-13	1.2	0.232	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.23584.2.wgt.RDat	seq.23584.2	0.0753	lasso	5	5	0	0.035	4.3e-05	-1.2	0.232	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.6930.95.wgt.RDat	seq.6930.95	0.038	top1	1	1	0	0.02	0.0015	1.2	0.232	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.10490.3.wgt.RDat	seq.10490.3	0.0269	top1	1	1	0	0.03	0.00012	-1.19	0.233	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.15471.29.wgt.RDat	seq.15471.29	0.437	lasso	7	7	0	0.36	3.8e-46	-1.19	0.233	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.25072.11.wgt.RDat	seq.25072.11	0.125	blup	2559	2559	0	0.05	9.6e-07	1.19	0.233	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.5124.69.wgt.RDat	seq.5124.69	0.267	enet	39	39	0	0.26	3.2e-31	1.19	0.233	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9779.63.wgt.RDat	seq.9779.63	0.133	top1	1	0	1	0.066	1.8e-08	-1.19	0.233	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.10339.48.wgt.RDat	seq.10339.48	0.129	top1	1	1	0	0.053	4.8e-07	-1.19	0.234	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.15333.11.wgt.RDat	seq.15333.11	0.408	enet	66	26	40	0.24	3.1e-28	-1.19	0.234	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.6713.4.wgt.RDat	seq.6713.4	0.269	lasso	18	18	0	0.23	3.9e-27	1.19	0.234	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.22155.44.wgt.RDat	seq.22155.44	0.0859	blup	537	0	537	0.067	1.6e-08	1.19	0.235	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.4541.49.wgt.RDat	seq.4541.49	0.293	enet	55	55	0	0.2	7.2e-24	-1.19	0.235	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9257.14.wgt.RDat	seq.9257.14	0.0389	top1	1	1	0	0.05	9.6e-07	1.19	0.235	0.837088036117381	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7137.8.wgt.RDat	seq.7137.8	0.0448	blup	492	0	492	0.012	0.012	-1.17	0.24	0.850778523489933	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.15491.20.wgt.RDat	seq.15491.20	0.126	blup	2774	2695	79	0.063	3.7e-08	1.17	0.241	0.850778523489933	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.23030.4.wgt.RDat	seq.23030.4	0.532	enet	114	114	0	0.33	1.9e-40	1.17	0.241	0.850778523489933	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.3617.80.wgt.RDat	seq.3617.80	0.5	enet	51	51	0	0.39	7.8e-51	1.17	0.241	0.850778523489933	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.21736.60.wgt.RDat	seq.21736.60	0.268	enet	53	0	53	0.16	2e-19	-1.17	0.243	0.85212	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7968.15.wgt.RDat	seq.7968.15	0.273	top1	1	1	0	0.27	3.8e-33	-1.17	0.243	0.85212	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.8250.2.wgt.RDat	seq.8250.2	0.39	lasso	8	8	0	0.31	2.7e-38	-1.17	0.243	0.85212	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9002.36.wgt.RDat	seq.9002.36	0.15	enet	30	30	0	0.071	5.2e-09	1.16	0.246	0.856628571428571	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9604.14.wgt.RDat	seq.9604.14	0.259	lasso	7	7	0	0.28	2.8e-34	1.16	0.246	0.856628571428571	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.15503.20.wgt.RDat	seq.15503.20	0.581	lasso	12	12	0	0.44	1.9e-59	-1.16	0.247	0.856628571428571	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.23619.235.wgt.RDat	seq.23619.235	0.0567	top1	1	1	0	0.052	6e-07	1.16	0.247	0.856628571428571	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7085.81.wgt.RDat	seq.7085.81	0.245	lasso	7	0	7	0.16	3.4e-19	1.16	0.247	0.856628571428571	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.17512.2.wgt.RDat	seq.17512.2	0.103	lasso	2	0	2	0.097	7.4e-12	-1.15	0.249	0.857908296943231	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.2617.56.wgt.RDat	seq.2617.56	0.0947	enet	35	35	0	0.027	0.00028	-1.15	0.249	0.857908296943231	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9543.131.wgt.RDat	seq.9543.131	0.0313	blup	425	425	0	0.018	0.0026	-1.15	0.249	0.857908296943231	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7179.69.wgt.RDat	seq.7179.69	0.0854	enet	20	20	0	0.073	3.6e-09	1.15	0.251	0.862915032679739	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.14123.34.wgt.RDat	seq.14123.34	0.162	top1	1	0	1	0.15	3.2e-17	1.15	0.252	0.864469565217391	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.21108.5.wgt.RDat	seq.21108.5	0.649	enet	59	54	5	0.57	7.6e-84	-1.14	0.253	0.866017353579176	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.21967.20.wgt.RDat	seq.21967.20	0.0379	enet	12	12	0	0.02	0.0017	1.14	0.254	0.867558441558442	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.20922.4.wgt.RDat	seq.20922.4	0.0155	enet	15	15	0	0.035	4.2e-05	1.14	0.255	0.868406852248394	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.16307.22.wgt.RDat	seq.16307.22	0.0849	blup	1897	1581	316	0.05	1e-06	1.13	0.257	0.868406852248394	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.20936.8.wgt.RDat	seq.20936.8	0.111	enet	22	22	0	0.082	4.1e-10	-1.13	0.257	0.868406852248394	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.4440.15.wgt.RDat	seq.4440.15	0.25	top1	1	1	0	0.23	1.2e-27	-1.13	0.257	0.868406852248394	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.6620.82.wgt.RDat	seq.6620.82	0.0594	top1	1	1	0	0.034	4.9e-05	-1.13	0.257	0.868406852248394	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7145.1.wgt.RDat	seq.7145.1	0.242	lasso	12	12	0	0.17	2.1e-20	-1.13	0.259	0.870735729386892	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.3583.54.wgt.RDat	seq.3583.54	0.311	top1	1	1	0	0.23	7.1e-27	-1.13	0.26	0.870735729386892	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9326.33.wgt.RDat	seq.9326.33	0.168	lasso	11	11	0	0.12	3e-14	-1.13	0.26	0.870735729386892	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.15511.37.wgt.RDat	seq.15511.37	0.137	lasso	7	7	0	0.058	1.2e-07	-1.12	0.261	0.870735729386892	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.4428.1.wgt.RDat	seq.4428.1	0.0628	lasso	4	0	4	0.056	2.2e-07	-1.12	0.261	0.870735729386892	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.8245.27.wgt.RDat	seq.8245.27	0.299	enet	30	30	0	0.29	2.2e-35	1.12	0.261	0.870735729386892	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.13130.150.wgt.RDat	seq.13130.150	0.0287	top1	1	0	1	0.058	1.3e-07	1.12	0.264	0.874832635983264	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.22577.24.wgt.RDat	seq.22577.24	0.453	enet	97	95	2	0.3	2.1e-36	1.12	0.264	0.874832635983264	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.25459.3.wgt.RDat	seq.25459.3	0.225	lasso	7	3	4	0.16	1.7e-18	1.12	0.264	0.874832635983264	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.5621.64.wgt.RDat	seq.5621.64	0.217	enet	23	0	23	0.14	1.8e-16	1.12	0.265	0.874832635983264	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.6361.49.wgt.RDat	seq.6361.49	0.117	top1	1	0	1	0.091	4.3e-11	1.11	0.265	0.874832635983264	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.3592.4.wgt.RDat	seq.3592.4	0.319	enet	26	0	26	0.43	4.2e-56	-1.11	0.267	0.879594989561587	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.20592.8.wgt.RDat	seq.20592.8	0.184	lasso	6	0	6	0.11	2.2e-13	-1.1	0.269	0.880668049792531	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.8097.77.wgt.RDat	seq.8097.77	0.402	lasso	18	18	0	0.38	6.3e-48	1.1	0.269	0.880668049792531	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9370.69.wgt.RDat	seq.9370.69	0.0592	blup	862	862	0	0.017	0.0034	-1.11	0.269	0.880668049792531	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.11112.18.wgt.RDat	seq.11112.18	0.0315	top1	1	1	0	0.024	0.00055	1.1	0.271	0.885378881987578	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.8248.222.wgt.RDat	seq.8248.222	0.507	enet	62	62	0	0.34	7.5e-42	1.1	0.272	0.886809917355372	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.2834.54.wgt.RDat	seq.2834.54	0.317	enet	85	85	0	0.16	2.6e-19	1.09	0.275	0.893877300613497	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.5713.9.wgt.RDat	seq.5713.9	0.075	top1	1	0	1	0.054	4e-07	-1.09	0.276	0.893877300613497	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.11194.6.wgt.RDat	seq.11194.6	0.0966	lasso	3	0	3	0.076	1.8e-09	1.09	0.277	0.893877300613497	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.21397.21.wgt.RDat	seq.21397.21	0.11	enet	20	20	0	0.081	4.3e-10	-1.09	0.277	0.893877300613497	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.24904.121.wgt.RDat	seq.24904.121	-0.0147	top1	1	1	0	0.043	5.5e-06	1.09	0.277	0.893877300613497	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.23272.8.wgt.RDat	seq.23272.8	0.0884	top1	1	0	1	0.063	4.1e-08	-1.08	0.28	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.5644.60.wgt.RDat	seq.5644.60	0.102	lasso	4	4	0	0.065	2.6e-08	1.07	0.282	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.2948.58.wgt.RDat	seq.2948.58	0.144	top1	1	1	0	0.094	1.9e-11	1.07	0.283	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.3684.78.wgt.RDat	seq.3684.78	0.0598	top1	1	1	0	0.041	8.1e-06	1.07	0.283	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.8606.39.wgt.RDat	seq.8606.39	0.102	top1	1	1	0	0.039	1.5e-05	-1.07	0.283	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.15495.9.wgt.RDat	seq.15495.9	0.455	enet	75	75	0	0.29	9.4e-36	-1.07	0.284	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.4775.34.wgt.RDat	seq.4775.34	0.104	enet	27	27	0	0.056	2e-07	1.07	0.284	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.4981.6.wgt.RDat	seq.4981.6	0.0668	blup	1999	1797	202	0.017	0.0032	1.07	0.284	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9595.11.wgt.RDat	seq.9595.11	0.16	enet	41	41	0	0.06	7.9e-08	-1.07	0.284	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.11219.95.wgt.RDat	seq.11219.95	0.0646	lasso	14	14	0	0.031	0.00011	-1.07	0.285	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.3074.6.wgt.RDat	seq.3074.6	0.569	lasso	23	23	0	0.48	4.4e-65	1.07	0.285	0.89946	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.10449.31.wgt.RDat	seq.10449.31	0.0753	top1	1	0	1	0.084	2.4e-10	1.07	0.287	0.903964071856287	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.8918.64.wgt.RDat	seq.8918.64	0.12	lasso	5	0	5	0.12	6.3e-14	1.06	0.288	0.904387351778656	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.19294.26.wgt.RDat	seq.19294.26	0.0641	top1	1	0	1	0.068	1.1e-08	1.06	0.29	0.904387351778656	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.6104.1.wgt.RDat	seq.6104.1	0.0792	top1	1	0	1	0.083	2.8e-10	1.06	0.29	0.904387351778656	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.7752.31.wgt.RDat	seq.7752.31	0.0551	top1	1	0	1	0.069	8.3e-09	1.06	0.29	0.904387351778656	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9229.9.wgt.RDat	seq.9229.9	0.0606	top1	1	0	1	0.061	6.2e-08	1.06	0.29	0.904387351778656	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.10391.1.wgt.RDat	seq.10391.1	0.0212	top1	1	1	0	0.028	0.00023	1.06	0.291	0.905715976331361	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.10460.1.wgt.RDat	seq.10460.1	0.505	enet	39	39	0	0.39	2.6e-50	-1.05	0.293	0.906576470588235	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.10472.53.wgt.RDat	seq.10472.53	0.0706	top1	1	0	1	0.073	3.3e-09	1.05	0.293	0.906576470588235	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.16749.79.wgt.RDat	seq.16749.79	0.0624	top1	1	0	1	0.075	1.9e-09	1.05	0.293	0.906576470588235	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.24671.15.wgt.RDat	seq.24671.15	0.0431	enet	10	10	0	0.034	4.9e-05	-1.05	0.295	0.90919921875	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.9482.110.wgt.RDat	seq.9482.110	0.28	enet	52	52	0	0.2	4.9e-24	-1.05	0.295	0.90919921875	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.5124.62.wgt.RDat	seq.5124.62	0.314	enet	33	33	0	0.3	3.7e-37	1.04	0.296	0.910031067961165	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.15386.7.wgt.RDat	seq.15386.7	0.0488	enet	19	19	0	0.036	2.7e-05	1.04	0.297	0.910031067961165	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.6304.8.wgt.RDat	seq.6304.8	0.19	lasso	3	0	3	0.16	7.1e-19	-1.04	0.297	0.910031067961165	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.13114.50.wgt.RDat	seq.13114.50	0.0675	enet	35	35	0	0.05	9.4e-07	-1.04	0.298	0.910384615384615	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.13748.4.wgt.RDat	seq.13748.4	0.389	enet	19	18	1	0.31	7.5e-38	-1.04	0.3	0.910384615384615	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.17383.4.wgt.RDat	seq.17383.4	0.18	blup	551	551	0	0.068	1.2e-08	-1.04	0.3	0.910384615384615	1
03_establish_models/AFR_male_5e-9	03_establish_models/AFR_male_5e-9/08_establish_prediction_models/models//seq.3166.92.wgt.RDat	seq.3166.92	0.379	enet	86	84	2	0.23	9e-28	-1.04	0.3	0.910384615384615	1
